group_list,url1,url2,url3
address of medical center,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
medical centre email,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
mail address for the hospital,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
hospital hotline,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
hospital contact number,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
mail address for hospital support,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
mail address for doctors,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
medical centre email,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/questions-about-student-health-sign-up-for-for-a-chat/,https://studenthealth.usc.edu/mySHR/
mail address for the hospital,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/questions-about-student-health-sign-up-for-for-a-chat/,https://studenthealth.usc.edu/mySHR/
hospital hotline,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/questions-about-student-health-sign-up-for-for-a-chat/,https://studenthealth.usc.edu/mySHR/
hospital contact number,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/questions-about-student-health-sign-up-for-for-a-chat/,https://studenthealth.usc.edu/mySHR/
mail address for hospital support,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/questions-about-student-health-sign-up-for-for-a-chat/,https://studenthealth.usc.edu/mySHR/
customer call helpline for hospital,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/questions-about-student-health-sign-up-for-for-a-chat/,https://studenthealth.usc.edu/mySHR/
mail address for doctors,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/questions-about-student-health-sign-up-for-for-a-chat/,https://studenthealth.usc.edu/mySHR/
vaccination requirements,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/,
vaccinations,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/,
covid vaccination,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/,
vaccination,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/,
vaccinations,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/
vaccinations completed,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/
covid vaccination,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/
vaccination,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/
covid screening appointment,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
covid test appointment booking,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
booking covid appointment,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
covid testing,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
tests,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
preparing for the test,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
engemann phone number,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
contact number,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
address and phone number,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/
information regarding health insurance status,https://studenthealth.usc.edu/our-services/insurance-plan/,https://studenthealth.usc.edu/fees-and-insurance/,
if health center is in my insurers network,https://studenthealth.usc.edu/our-services/insurance-plan/,https://studenthealth.usc.edu/fees-and-insurance/,
details about health insurance plan through aetna,https://studenthealth.usc.edu/our-services/insurance-plan/,https://studenthealth.usc.edu/fees-and-insurance/,
it s expense with the services provided,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/fees-deadlines/,
cost of service,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/fees-deadlines/,
cost of services,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/fees-deadlines/,
medical care and testing services,https://studenthealth.usc.edu/faq-regarding-family-member-access-to-medical-records/,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/myshr/
medical care and services,https://studenthealth.usc.edu/faq-regarding-family-member-access-to-medical-records/,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/myshr/
review medical records,https://studenthealth.usc.edu/faq-regarding-family-member-access-to-medical-records/,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/myshr/
how to check my medical records,https://studenthealth.usc.edu/faq-regarding-family-member-access-to-medical-records/,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/myshr/
services offered,https://studenthealth.usc.edu/our-services/,,
available services,https://studenthealth.usc.edu/our-services/,,
services provided,https://studenthealth.usc.edu/our-services/,,
aetna helpline number,https://studenthealth.usc.edu/health-care-and-health-insurance/student-health-insurance-office-contact/,,
helpline number,https://studenthealth.usc.edu/health-care-and-health-insurance/student-health-insurance-office-contact/,,
contact us,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,
contact,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,
covid centre s,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
center contact details,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
covid guidelines,https://studenthealth.usc.edu/spring-semester-and-omicron/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/spring-2022-covid-19-health-and-safety-protocols/
covid regulations,https://studenthealth.usc.edu/spring-semester-and-omicron/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/spring-2022-covid-19-health-and-safety-protocols/
covid mask regulations,https://studenthealth.usc.edu/spring-semester-and-omicron/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/5653-2/
covid regulations,https://studenthealth.usc.edu/spring-semester-and-omicron/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/5653-2/
covid regulations and covid testing appointments,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,
covid compliance and testing requirement,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,
customer care contact,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,
customer care,https://studenthealth.usc.edu/,https://studenthealth.usc.edu/emergencies/,
flu vaccine requirements,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/vaccine-update-for-campus-influenza-and-covid-19-boosters/,https://studenthealth.usc.edu/list-of-accepted-vaccines/
covid vaccine requirements,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/vaccine-update-for-campus-influenza-and-covid-19-boosters/,https://studenthealth.usc.edu/list-of-accepted-vaccines/
health care facilities,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/counseling/,https://studenthealth.usc.edu/emergencies/
basic requirements regarding person health,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/counseling/,https://studenthealth.usc.edu/emergencies/
health center email,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/
medical centre email,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/
hotline available for 24 x 7,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
24 7 helpline number,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
mail address for hospital support,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
customer call helpline for hospital,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/counseling/workshop-requests/
mental health services,https://studenthealth.usc.edu/counseling/,https://studenthealth.usc.edu/workshops-and-programs/,https://studenthealth.usc.edu/workshops-and-programs/
workshops for mental health,https://studenthealth.usc.edu/counseling/,https://studenthealth.usc.edu/workshops-and-programs/,https://studenthealth.usc.edu/workshops-and-programs/
preliminary requirements for any test etc,https://studenthealth.usc.edu/medical-care/patient-education/,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/,https://studenthealth.usc.edu/spring-2021-testing-requirements/
preparing for the test,https://studenthealth.usc.edu/medical-care/patient-education/,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/,https://studenthealth.usc.edu/spring-2021-testing-requirements/
rt pcr test centres near me,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
covid testing centers,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,
service and lab,https://studenthealth.usc.edu/our-services/,https://studenthealth.usc.edu/hours/,https://studenthealth.usc.edu/pop-testing-hours-and-locations/
lab location,https://studenthealth.usc.edu/our-services/,https://studenthealth.usc.edu/hours/,https://studenthealth.usc.edu/pop-testing-hours-and-locations/
student requirements,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/getting-started/international/,https://studenthealth.usc.edu/getting-started/us-based/
what forms to fill in student portal,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/getting-started/international/,https://studenthealth.usc.edu/getting-started/us-based/
tb mandatory,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/health-requirements-for-new-students/
tb covered,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/health-requirements-for-new-students/
bcg vaccine good enough for tuberculosis,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/health-requirements-for-new-students/
bed availibilities,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/medical-care/,
booster doses,https://studenthealth.usc.edu/list-of-accepted-vaccines/,https://studenthealth.usc.edu/vaccine-update-for-campus-influenza-and-covid-19-boosters/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/
can we contact doctors directly,https://studenthealth.usc.edu/counseling/workshop-requests/,https://studenthealth.usc.edu/dornsife-embedded-counselors/,https://studenthealth.usc.edu/therapists-in-training-support-group/
career fairs amidst covid,https://policy.usc.edu/covid-19-vaccination-program/,https://studenthealth.usc.edu/covid-19-health-services/covid19-vaccines/,
cashless or reimbursement,https://studenthealth.usc.edu/waiver-requirements/,https://studenthealth.usc.edu/optional-student-dental-plan/,
check all the rules and coverage for the plan,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/studying-abroad/,
common allergy faqs,https://studenthealth.usc.edu/medical-care/patient-education/,https://studenthealth.usc.edu/medical-care/,https://studenthealth.usc.edu/faq-immu-english/
copay amount,https://studenthealth.usc.edu/health-care-and-health-insurance/bringing-an-existing-insurance-plan-to-campus/,https://studenthealth.usc.edu/health-care-and-health-insurance/glossary-of-terms/,https://studenthealth.usc.edu/fees-deadlines/
cost of various medical problems to students from abroad,https://studenthealth.usc.edu/studying-abroad/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/studying-abroad/for-program-coordinators/
coverage,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/getting-started/international/,https://studenthealth.usc.edu/getting-started/us-based/
coverage of procedure,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/getting-started/international/,https://studenthealth.usc.edu/getting-started/us-based/
covid death recovery rates,https://studenthealth.usc.edu/health-professions/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/covid-19-testing/post-covid-19-recovery/
covid restrictions,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/health-requirements-for-new-students/
covid side effects,https://studenthealth.usc.edu/health-promotion-staff/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/instructions-exposure-to-a-positive-individual/
covid symptoms,https://studenthealth.usc.edu/instructions-exposure-to-a-positive-individual/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/transgender-care/
current trend,https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/eric-cohen-student-health-center/,https://studenthealth.usc.edu/guide-grief-and-loss/
date of new student orientation,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/student-health-advisory-committee/,https://studenthealth.usc.edu/health-requirements-for-new-students/
diagnosis and treatment post covid,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/covid-19-testing/post-covid-19-recovery/,https://studenthealth.usc.edu/counseling/
different packages available,https://studenthealth.usc.edu/counseling/group-counseling/,https://studenthealth.usc.edu/counseling/,https://studenthealth.usc.edu/health-requirements-for-new-students/
disease covered in the plan,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/health-requirements-for-new-students/
eligibility criteria,https://itservices.usc.edu/google,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/,https://studenthealth.usc.edu/health-requirements-for-new-students/
emergency tips when received first degree burns,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/,https://studenthealth.usc.edu/hours/,https://studenthealth.usc.edu/instructions-spring-recess-testing-using-antigen-kits/
free medical test centre,https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/leadership/,https://studenthealth.usc.edu/fees-deadlines/
general check up,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/instructions-exposure-to-a-positive-individual/,https://studenthealth.usc.edu/pop-testing-hours-and-locations/
getting started on myshr,https://studenthealth.usc.edu/myshr-troubleshooting/,https://studenthealth.usc.edu/myshr-troubleshooting/,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/
group counseling charges,https://studenthealth.usc.edu/counseling/,https://studenthealth.usc.edu/counseling/group-counseling/,https://studenthealth.usc.edu/fees-deadlines/
helpline timings,https://studenthealth.usc.edu/myshr/,https://studenthealth.usc.edu/workshops-and-programs/,https://studenthealth.usc.edu/medical-care/
how can i make my insurance waived,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/getting-started/parents/,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/
immunization and covid 19 vaccine requirements,https://coronavirus.usc.edu/faq-covid-19-vaccine-policy/,https://studenthealth.usc.edu/list-of-accepted-vaccines/,https://studenthealth.usc.edu/vaccine-clinic/
in network doctors,https://studenthealth.usc.edu/leadership/,https://studenthealth.usc.edu/transgender-care/,https://studenthealth.usc.edu/health-care-and-health-insurance/glossary-of-terms/
instructions after exposure to positive patient,https://studenthealth.usc.edu/instructions-exposure-to-a-positive-individual/,https://studenthealth.usc.edu/instructions-positive-test-results/,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/
insurance total cost for student,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/studying-abroad/,https://studenthealth.usc.edu/fees-and-insurance/
international students health requirements,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/getting-started/international/
lab results include what all details,https://studenthealth.usc.edu/studying-abroad/for-program-coordinators/,https://studenthealth.usc.edu/fees-deadlines/,https://studenthealth.usc.edu/fees-deadlines/
lab tests covered in insurance,https://studenthealth.usc.edu/myshr/,https://studenthealth.usc.edu/counseling/,https://studenthealth.usc.edu/myshr-troubleshooting/
login portal for parents,https://studenthealth.usc.edu/myshr/,https://studenthealth.usc.edu/myshr/,https://studenthealth.usc.edu/myshr/
masking policy,https://studenthealth.usc.edu/trojan-check-no-longer-required-as-of-4-4-22/,https://studenthealth.usc.edu/5653-2/,https://studenthealth.usc.edu/la-county-lifts-outdoor-masking-requirement/
masking rules,https://studenthealth.usc.edu/trojan-check-no-longer-required-as-of-4-4-22/,https://studenthealth.usc.edu/5653-2/,https://studenthealth.usc.edu/la-county-lifts-outdoor-masking-requirement/
mmr doses duration,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/health-requirements-for-new-students/
mostly rules of insurance and number to contact,https://studenthealth.usc.edu/fees-deadlines/,,
myshr login details,https://studenthealth.usc.edu/myshr/,https://studenthealth.usc.edu/myshr-troubleshooting/,
nearby hospital for students,https://studenthealth.usc.edu/upc-student-health-center/,https://studenthealth.usc.edu/usc-student-health-part-of-keck-medicine-of-usc-earns-top-score-in-human-rights-campaign-foundations-2022-healthcare-equality-index/,
needlestick hotline,https://studenthealth.usc.edu/bloodborne-pathogen-exposure/,https://studenthealth.usc.edu/emergencies/,
new student resources,https://studenthealth.usc.edu/getting-started/,https://studenthealth.usc.edu/getting-started/international/,https://studenthealth.usc.edu/getting-started/us-based/
new variants,https://studenthealth.usc.edu/spring-semester-and-omicron/,https://studenthealth.usc.edu/ask-a-doc-and-vaccine-facts/,https://studenthealth.usc.edu/ca-dept-of-public-health-releases-fact-sheet-on-the-omicron-variant/
number of covid cases etc,https://studenthealth.usc.edu/relief-in-sight-as-covid-19-winter-surge-tapers-at-usc-and-in-l-a-county/,https://studenthealth.usc.edu/7-22-health-alert-increase-in-covid-19-cases-in-la-county/,https://studenthealth.usc.edu/covid-19-surge-operations-update/
orientation location,https://studenthealth.usc.edu/getting-started/,https://studenthealth.usc.edu/getting-started/introductory-videos/,
pathology,https://studenthealth.usc.edu/bloodborne-pathogen-exposure/,,
patient privacy protocols,https://studenthealth.usc.edu/patient-privacy-and-confidentiality/,https://studenthealth.usc.edu/patient-rights/,
pop testing 3 0 timings,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,,
resources for parents,https://studenthealth.usc.edu/getting-started/parents/,,
sexual assault help,https://sites.google.com/usc.edu/rsvpclientservices/home,,
skincare treatment cost,https://studenthealth.usc.edu/fees-and-insurance/,,
steps to take after being assaulted,https://sites.google.com/usc.edu/rsvpclientservices/home,https://studenthealth.usc.edu/sexual-citizens-discussion-during-sexual-assault-awareness-month/,
tb test procedure,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/health-requirements-for-new-students/
terms and condition,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/health-care-and-health-insurance/,
testing using antigen kits,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/,https://studenthealth.usc.edu/spring-break-antigen-kits-for-students/,
timings for dermatologist,https://studenthealth.usc.edu/your-medical-providers/,https://studenthealth.usc.edu/meet-your-providers/,
transgender care,https://studenthealth.usc.edu/transgender-care,,
trojan check,https://studenthealth.usc.edu/trojan-check-no-longer-required-as-of-4-4-22/,https://studenthealth.usc.edu/new-extension-period-friday-8-27-deadline-for-trojan-check-requirements/,https://studenthealth.usc.edu/myshr-troubleshooting/
trojan learn modules,http://trojanlearn.usc.edu,https://studenthealth.usc.edu/mental-well-being-a-self-paced-online-exploration/,
tuberculosis cost,https://studenthealth.usc.edu/fees-and-insurance/,https://studenthealth.usc.edu/immunizations/,https://studenthealth.usc.edu/faq-immu-english/
undegraduate health requirements,https://studenthealth.usc.edu/getting-started/us-based/,https://studenthealth.usc.edu/immunizations//,
usc student well being,https://studenthealth.usc.edu/mentalwellbeing/,https://studenthealth.usc.edu/wellness-and-prevention-programming-for-students/,https://studenthealth.usc.edu/mental-well-being-a-self-paced-online-exploration/
varicella mandatory,https://studenthealth.usc.edu/health-requirements-for-new-students/,https://studenthealth.usc.edu/faq-immu-english/,https://studenthealth.usc.edu/immunizations/
weekly pop testing locations,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,,
where to fill the waiver form,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/,,
