group_list,url1,url2,url3
Ubicaciones de pruebas pop semanales,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/vaccine-clinic/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Pop Testing 3.0 Tiempos,https://studenthealth.usc.edu/pop-testing-hours-and-locations/,https://studenthealth.usc.edu/vaccine-clinic/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Cargos de asesoramiento grupal,https://studenthealth.usc.edu/counseling/group-counseling/,https://studenthealth.usc.edu/counseling/,
Plan dental cubierto por el seguro?,https://studenthealth.usc.edu/optional-student-dental-plan/,https://studenthealth.usc.edu/fees-and-insurance/,
Detalles del plan dental,https://studenthealth.usc.edu/optional-student-dental-plan/,https://studenthealth.usc.edu/fees-and-insurance/,
Área de DPS y horarios de vigilancia,https://studenthealth.usc.edu/emergencies/,https://studenthealth.usc.edu/sart-resources/,
Protocolos de privacidad del paciente,https://studenthealth.usc.edu/patient-privacy-and-confidentiality/,https://studenthealth.usc.edu/information-privacy-and-open-notes-in-myshr/,https://studenthealth.usc.edu/patient-rights/
Instrucciones después de la exposición a un paciente positivo,https://studenthealth.usc.edu/instructions-positive-test-results/,https://studenthealth.usc.edu/instructions-exposure-to-a-positive-individual/,
Preparándose para la prueba,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/,,
Pruebas con kits de antígenos,https://studenthealth.usc.edu/instructions-preparing-for-an-antigen-test/,https://studenthealth.usc.edu/spring-break-antigen-kits-for-students/,https://studenthealth.usc.edu/covid-19-testing-pcr-and-antigen/
Consejos de emergencia cuando se reciben quemaduras de primer grado,https://studenthealth.usc.edu/sun-safety/,,
Diagnóstico y Tratamiento Post COVID,https://studenthealth.usc.edu/covid-19-testing/post-covid-19-recovery/,,
Horarios para dermatólogo,https://studenthealth.usc.edu/healthcare-in-america-101/,https://studenthealth.usc.edu/program-expansion-for-students/,
Dónde llenar el Formulario de Renuncia,https://studenthealth.usc.edu/our-services/insurance-plan/how-to-request-a-waiver-for-usc-student-health-insurance/,https://studenthealth.usc.edu/waiver-requirements/,
Módulos de aprendizaje de troyanos,https://studenthealth.usc.edu/building-a-culture-of-consent-community-message/,https://studenthealth.usc.edu/new-extension-period-friday-8-27-deadline-for-trojan-check-requirements/,
Comprobación de troyanos,https://studenthealth.usc.edu/trojan-check-no-longer-required-as-of-4-4-22/,https://studenthealth.usc.edu/new-extension-period-friday-8-27-deadline-for-trojan-check-requirements/,https://studenthealth.usc.edu/myshr-troubleshooting/
Desafíos y apoyo sin vacunas,https://studenthealth.usc.edu/spring-2022-covid-19-health-and-safety-protocols/,,
